text_id,code_id,code_name,text,original_code,replicated_code,model_code,reason,model_prediction,model_reasoning
30,6,PLCE,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,No,No,"The tweet does not reference the police or individual police officers. It is about preparing for Hurricane Florence and downloading the official emergency app for the states in its path. Therefore, the ""Does this tweet reference the police?"" code is not applicable.",No,The tweet does not contain any explicit references to the police or law enforcement agencies.
30,7,MAGA,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is a retweet from the Department of Homeland Security about preparing for Hurricane Florence. Therefore, the most applicable code is ""No"".",Error,Could not find clear Yes/No decision
30,8,CAPT,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,No,No,"The tweet does not contain any words in all capital letters, and the only capitalized words are acronyms (DHS, SC, NC, VA). Hashtags and links are excluded from this decision. Therefore, the most applicable code is ""No.""",Yes,The tweet contains words made.
30,9,INDV,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,Yes,No,"The tweet does not reference any individual person, but rather provides information and advice related to Hurricane Florence. Therefore, the code for referencing an individual person is not applicable.",No,This tweet does not contain any information that directly references an individual person.
30,10,MARG,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,No,No,The tweet does not reference any marginalized group or groups. It is simply a retweet from the Department of Homeland Security providing information about Hurricane Florence.,No,"The tweet does not contain explicit references to any marginalized groups, focusing instead on general emergency preparedness measures for a hurricane."
30,11,INTN,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,No,No,"The tweet does not reference any international topics outside of the USA, nor does it mention any other countries or international leaders. It only mentions three states within the USA in relation to hurricane preparedness. Therefore, the code ""No"" is the most applicable.",No,"The tweet only references US states and a US government agency, indicating that it does not involve international topics outside of the USA."
30,12,PRTY,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,No,No,"The tweet does not reference any US political parties or ideologies. It is a retweet from the Department of Homeland Security providing information about Hurricane Florence. Therefore, it does not meet the criteria for a ""Yes"" code in the codebook.",No,This tweet does not contain any references to US political parties or their affiliations.
30,13,IMMG,RT @DHSgov: For those in the path of Hurricane #Florence make sure you have downloaded your states (SC NC VA) official emergency app + tâ€¦,No,No,No,The tweet does not reference immigration in the US in any way. It is focused on providing information and resources for those in the path of Hurricane Florence.,No,This tweet does not reference immigration because it focuses on hurricane preparation and emergency resources.
31,1,HSTG,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,Yes,"The tweet includes two hashtags, ""@foxandfriends"" and ""@FoxNews"", which are used to reference specific Twitter accounts. Therefore, the most applicable code is ""Yes"" for the use of hashtags in the tweet.",No,The tweet does not contain any hashtags.
31,2,ATSN,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,Yes,Yes,Yes,"The tweet includes two at signs (@) to mention specific Twitter accounts, @foxandfriends and @FoxNews.",Yes,"The tweet includes at signs (""@"") as part of mentioning Twitter handles @foxandfriends and @FoxNews."
31,3,CRIT,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,Yes,Yes,Yes,"In this tweet, Trump is criticizing the ""Fake News"" for not wanting to focus on the fact that he recognized Russian meddling multiple times. He implies that the media is wrong for not covering this topic and instead focusing on other issues. Therefore, the code ""Yes"" is applicable as he is criticizing another entity.",Yes,"The tweet expresses disapproval of ""Fake News"" by criticizing their reporting practices, suggesting they are doing something wrong."
31,4,MEDI,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,Yes,Yes,Yes,"The tweet includes a reference to ""Fake News,"" which is a derogatory term used by Trump to refer to news media that he perceives as biased against him. Additionally, he thanks @foxandfriends and @FoxNews for showing clips about Russian meddling, which implies that other news media outlets are not reporting on this issue accurately. Therefore, this tweet contains derogatory statements about the news media. The specific mention of @foxandfriends and @FoxNews also indicates a reference to specific news media's social media accounts, which is coded as ""Yes"" in the codebook.",Yes,"Donald Trump makes a derogatory statement about the news media by referring to them as ""Fake News""."
31,5,FAMY,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No,There is no mention of Donald Trump's family members in the tweet.
31,6,PLCE,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,No,"The tweet does not reference the police or individual police officers in any way. It is focused on the topic of Russian meddling and the media's coverage of it, as well as the economy and job records. Therefore, the ""Does this tweet reference the police?"" code is not applicable.",Error,Could not find clear Yes/No decision
31,7,MAGA,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It discusses the recognition of Russian meddling and the media's focus on it instead of economic and job records. Therefore, the most applicable code is ""No"".",No,"The tweet does not explicitly mention the phrase 'Make America Great Again' or its abbreviation 'MAGA', despite touching on related themes. Key Elements."
31,8,CAPT,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,Yes,Yes,Yes,"The word ""MANY"" is in all capital letters, which is a word that contains only capital letters. This is not an acronym or a hashtag, and it is not used for emphasis. Therefore, the tweet contains at least one full word in caps, which meets the criteria for a ""Yes"" code.",Yes,"The tweet contains words like MANY, ECONOMIC, and JOBS that are in all capital letters, meeting the specified conditions."
31,9,INDV,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,Yes,"The tweet references two specific individuals, @foxandfriends and @FoxNews, who are tagged with an ampersand. Therefore, it meets the criteria for coding as a ""Yes"" for referencing individual people.",No,"The tweet only refers to media outlets and does not mention any other individual person by name, title, or clear contextual reference. Let's simplify to the requested format without the extra notation at the end."
31,10,MARG,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,No,"The tweet does not reference any marginalized group or groups. It is focused on the media's coverage of Trump's recognition of Russian meddling and their lack of focus on economic and job records. Therefore, the most applicable code is ""No"".",No,The tweet lacks any reference to a marginalized group.
31,11,INTN,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,Yes,Yes,No,"The tweet does not reference any international topics outside of the USA, nor does it mention any other countries or international leaders. It also does not discuss trade or NATO. The focus of the tweet is on the recognition of Russian meddling and the media's coverage of it, as well as the economic and job records being set. Therefore, the code ""No"" is most applicable.",Yes,"The tweet contains a reference to a foreign country, Russia, thereby meeting the criteria for referencing international topics outside of the USA."
31,12,PRTY,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,No,"The tweet does not reference any US political parties or ideologies. It is primarily focused on the media's coverage of Trump's recognition of Russian meddling and their lack of focus on economic and job records. Therefore, the code for this tweet is ""No"".",Yes,This tweet references US political parties through its mention of figures and entities closely associated with the Republican Party.
31,13,IMMG,“Trump recognized Russian Meddling MANY TIMES.” Thank you to @foxandfriends and @FoxNews for actually showing the clips. The Fake News wants no part of that narrative! Too bad they don’t want to focus on all of the ECONOMIC and JOBS records being set.,No,No,No,"The tweet does not reference immigration in the US. It is focused on the topic of Russian meddling and the media's coverage of it, as well as the economic and job records being set.",No,"This tweet does not discuss immigration or related topics at all, instead focusing on other political issues."
32,1,HSTG,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,Yes,"The tweet includes the hashtag #JusticeKavanough, which is a clear use of a hashtag.",No,"The tweet does not contain any hashtags as defined by the """" symbol followed by a word or phrase."
32,2,ATSN,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,Yes,"The tweet includes an at sign (@) in the word ""Kavanough,"" which is likely a typo for ""Kavanaugh."" Therefore, the tweet does include an at sign.",No,"There are no visible @ symbols in the provided tweet text, excluding hyperlinks."
32,3,CRIT,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,Yes,Yes,Yes,"In this tweet, Donald Trump is criticizing the accuser of Justice Kavanaugh and the Democrats for not speaking out against her false statements. He suggests that her lies could have prevented Kavanaugh from becoming a Supreme Court Justice. Therefore, the code ""Yes"" is applicable.",Yes,"The tweet criticizes an individual and a group, suggesting wrongdoing, which aligns with the definition provided."
32,4,MEDI,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,No,"This tweet does not make any derogatory or condescending statements about the news media or individual journalists. It is focused on a specific accusation against Justice Kavanaugh and the Democrats' response to it. Therefore, the code is ""No"".",No,"The tweet does not contain any derogatory or condescending statements about the news media, as it primarily targets an individual accuser and the Democratic party."
32,5,FAMY,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is focused on Justice Kavanaugh and the Democrats, and does not mention any family members. Therefore, the code is ""No"".",No,The tweet does not contain any references to members of Donald Trump's immediate family.
32,6,PLCE,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,No,"The tweet does not reference the police or individual police officers. It is focused on a political issue and the actions of Democrats. Therefore, the ""Police"" code is not applicable.",No,"The tweet does not contain any references to the police or law enforcement, focusing instead on a political figure and a legal institution."
32,7,MAGA,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is focused on the confirmation of Justice Kavanaugh and the accusations against him. Therefore, the most applicable code is ""No"".",No,"The tweet does not explicitly mention the phrase 'Make America Great Again' or 'MAGA', despite reflecting sentiments that might align with Trump's supporters."
32,8,CAPT,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,Yes,Yes,Yes,"The tweet contains the word ""FAKE"" in all caps, which is a word that contains only capital letters and is not an acronym. This fulfills the requirement for at least one full word in caps to be present for a ""Yes"" code. Additionally, there are no other words in the tweet that contain only capital letters for emphasis.",Yes,"The word ""FAKE"" contains only capital letters and meets the given criteria."
32,9,INDV,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,Yes,Yes,Yes,"The tweet references Justice Kavanaugh, who is an individual person. Therefore, the code ""Yes"" is applicable.",Yes,"The tweet specifically references Justice Kavanough, which meets the criteria of referencing an individual person by name or title."
32,10,MARG,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,No,The tweet does not explicitly reference a marginalized group or groups.,No,The tweet does not explicitly reference a marginalized group or groups based.
32,11,INTN,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only discusses a domestic political issue and does not mention any other countries or international organizations.",No,"The tweet only discusses internal US political issues and figures, without referencing anything related to international topics."
32,12,PRTY,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,Yes,Yes,"The tweet directly references ""Dems"" (short for Democrats) and their lack of response to the situation with Justice Kavanaugh. Therefore, it falls under the category of referencing US political parties and specifically mentions the Democratic party.",Yes,"This tweet references US political parties through its mention of ""the Dems"" and the implied association with the Republican Party via ""Justice Kavanough""."
32,13,IMMG,A vicious accuser of Justice Kavanough has just admitted that she was lying her story was totally made up or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?,No,No,No,"The tweet does not reference immigration in the US or any related topics. It is focused on the confirmation of Justice Kavanaugh and accusations made against him. Therefore, the most applicable code is ""No"".",No,This tweet does not reference immigration in the US as it focuses on a political controversy unrelated to immigration policies or issues.
33,1,HSTG,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,Yes,"The tweet includes the hashtag #Border and #NationalSecurity, indicating the use of hashtags.",No,"The decision is based on the absence of any words or phrases preceded by the """" symbol in the tweet."
33,2,ATSN,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,Yes,"The tweet includes an ampersand symbol in the phrase ""Stop Criminals & Drugs now!"" which is used in place of the word ""and"". Therefore, it is necessary to include ampersands in the coding decision. The tweet does not include any hyperlinks, but it does include one at sign (@) in the word ""Democrats"". Therefore, the most applicable code is ""Yes"".",No,"The tweet does not include any ""@"" symbols, which are necessary for the condition to be met."
33,3,CRIT,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,Yes,No,Yes,"In this tweet, Donald Trump criticizes the Democrats for their stance on open borders, high taxes, and crime. He suggests that their rhetoric is harmful and contrasts it with the unified stance of the Republican Party on border and national security. Therefore, the code ""Yes"" is applicable as he is criticizing another person/idea.",Yes,"The tweet criticizes the Democratic party's ideas by labeling them as promoting ""Open Border High Taxes and Crime"", which implies they are doing something wrong. Key Elements."
33,4,MEDI,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It focuses on the Republican Party's unity on the issue of border and national security and criticizes the Democrats' stance on open borders, high taxes, and crime. Therefore, the code for this tweet is ""No"".",No,"The tweet's negative language is aimed at the Democratic party, not the news media, so it does not meet the specified condition."
33,5,FAMY,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No,Donald Trump does not mention any members of his immediate family in this tweet.
33,6,PLCE,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,No,"The tweet does not reference the police or individual police officers. It discusses border security, taxes, crime, and stopping criminals and drugs. Therefore, the ""Does this tweet reference the police?"" code is not applicable.",Yes,The tweet references stopping criminals.
33,7,MAGA,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It primarily focuses on the issue of border and national security and criticizes the Democrats' stance on open borders, high taxes, and crime. Therefore, the most applicable code is ""No"".",Yes,"The tweet's focus on border security, criticism of Democratic policies, and use of language reminiscent of Trump's campaign style indicates it is referencing the MAGA ideology."
33,8,CAPT,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,Yes,"The tweet contains the word ""Republican"" which is capitalized and is a full word in caps. Additionally, ""Border"" and ""National Security"" are capitalized to designate emphasis. Therefore, the tweet contains at least one full word in caps and is coded as ""Yes"".",Yes,"The presence of the word ""Cave"" in all capital letters satisfies."
33,9,INDV,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,Yes,"The tweet references the Democratic Party, which is a group of individuals, and also mentions ""new rhetoric spewing from the mouths of the Democrats"", indicating that specific individuals within the party are being referenced. Additionally, the tweet mentions ""Criminals & Drugs"", which could be interpreted as a reference to specific individuals involved in criminal activity. Therefore, the tweet references individual people and should be coded as a ""Yes"".",No,"The tweet does not reference an individual person, only mentioning political parties and their ideologies."
33,10,MARG,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,No,"The tweet does not explicitly reference any marginalized group or groups. It primarily discusses the issue of border and national security, and criticizes the rhetoric of the Democratic party. There is no mention of any specific marginalized group or any language that could be interpreted as derogatory towards any group. Therefore, the most applicable code is ""No"".",No,"The tweet does not explicitly reference a marginalized group in terms of race, ethnicity, religion, gender, sexual orientation, disability, or other historically marginalized communities. Key Elements."
33,11,INTN,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,No,No,"The tweet does not reference any international topics outside of the USA, nor does it mention any other countries or international leaders. It also does not discuss trade or NATO. The tweet is focused on the Republican Party's unity on the issue of border and national security, and criticizing the Democrats' stance on open borders, high taxes, and crime. Therefore, the most applicable code is ""No.""",No,The tweet does not explicitly reference any international topic outside.
33,12,PRTY,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,No,Yes,Yes,"The tweet references both the Republican Party and the Democrats, specifically mentioning their differing stances on border security, taxes, and crime. Therefore, it is appropriate to code this tweet as referencing US political parties.",Yes,"The tweet explicitly mentions both the Republican Party and the Democrats, clearly referencing US political parties."
33,13,IMMG,Never seen the Republican Party so unified. No “Cave” on the issue of Border and National Security. A beautiful thing to see especially when you hear the new rhetoric spewing from the mouths of the Democrats who talk Open Border High Taxes and Crime. Stop Criminals &amp; Drugs now!,Yes,Yes,Yes,"The tweet references the issue of border and national security, which is closely tied to immigration in the US. The mention of ""Open Border"" and ""Stop Criminals & Drugs now"" further emphasizes the connection to immigration. Therefore, this tweet is coded as ""Yes"" for referencing immigration in the US.",Error,Could not find clear Yes/No decision
34,1,HSTG,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,There are no hashtags used in this tweet.,No,"The tweet does not contain any hashtags, which are words or phrases preceded by the """" symbol, thus meeting the criteria for the answer."
34,2,ATSN,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,Yes,"The tweet includes an ampersand symbol that is used in place of the word ""and"" in a retweet. Therefore, it is important to consider the presence of this symbol when coding for the use of at signs (@) in the tweet.",No,"The tweet does not contain any at signs (""@"")."
34,3,CRIT,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,Yes,No,Yes,"The tweet mentions ""Crooked Hillary"" and ""17 Angry Democrats"" and questions whether their contributions will be listed in the report. This implies criticism towards Hillary Clinton and the Democrats. Therefore, the code ""Yes"" is applicable.",Yes,Donald Trump criticizes Hillary Clinton and her associates by using derogatory terms and suggesting they may have.
34,4,MEDI,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is focused on questioning the transparency of the report and the contributions made to the Clinton campaign. Therefore, the code for this tweet is ""No"".",No,Donald Trump does not make any derogatory or condescending statements about the news media in this tweet.
34,5,FAMY,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is focused on the Supreme Court and the Clinton campaign, and does not mention any family members. Therefore, the code for family reference should be ""No"".",No,The tweet does not contain any references to members of Donald Trump's immediate family.
34,6,PLCE,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"The tweet does not reference the police or individual police officers. It is discussing the Supreme Court and the contributions made to Hillary Clinton's campaign. Therefore, the ""Police"" code is not applicable.",No,"The tweet does not contain any references to the police or law enforcement,."
34,7,MAGA,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is discussing a Supreme Court decision and the contributions made to Hillary Clinton's campaign. Therefore, the code for this tweet is ""No"".",No,"The tweet does not explicitly mention the phrase ""Make America Great Again"" or its abbreviation ""MAGA"", despite being related to Trump's campaign and ideology."
34,8,CAPT,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"This tweet does not contain any words in all capital letters, so it does not meet the criteria for a ""Yes"" code.",Yes,"The tweet contains the word ""Angry"", which meets the criteria of being entirely in capital letters and not being a proper noun."
34,9,INDV,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,Yes,Yes,Yes,"The tweet references ""Crooked Hillary"" and ""people that worked for the Clinton"" campaigns, which are specific individuals. Additionally, the tweet mentions ""17 Angry Democrats"" who made contributions to the campaign, which also counts as a reference to individuals. The ampersand symbol is used to tag people, which also counts as a reference to individuals. Therefore, this tweet should be coded as ""Yes"" for referencing individual people.",Yes,"The tweet explicitly mentions Hillary Clinton by name, making it a clear reference to an individual person."
34,10,MARG,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"The tweet does not reference any marginalized group or groups. It is discussing the Supreme Court and the Clinton campaign, but does not mention any specific group in a way that would warrant a ""Yes"" code.",No,"The tweet does not contain explicit references to traditionally marginalized groups, despite using pejorative language towards political opponents."
34,11,INTN,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It also does not discuss trade or NATO. The tweet is focused on the Supreme Court and the Clinton campaign, which are both domestic topics.",No,"The tweet does not explicitly reference any international topics, foreign countries, or global events beyond mentioning American political figures and institutions."
34,12,PRTY,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,Yes,No,"This tweet does not reference any US political parties or use any specific terms related to political parties. Therefore, it does not meet the criteria for a ""Yes"" code.",Yes,"This tweet contains explicit references to a US political party through the mention of ""Democrats"" and the implied affiliation of Hillary Clinton with the Democratic Party."
34,13,IMMG,.....overturned 9-0 in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &amp; many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....,No,No,No,"The tweet does not reference immigration in the US or any related topics such as the wall, southern border, ICE, separation of families, or the travel ban. The tweet is discussing the contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary and whether they will be listed in the top of the report. Therefore, the most applicable code is ""No"".",No,This tweet does not contain any references to immigration in the US because it focuses on political campaigns and court decisions without mentioning immigration-specific subjects.
35,1,HSTG,Don't worry getting rid of state lines which will promote competition will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends,No,No,No,There are no hashtags used in this tweet.,No,"There are no words in the tweet that start with the """" symbol, indicating the absence of hashtags."
