text_id,code_id,code_name,text,original_code,replicated_code,original_model_code,original_reason,new_model_code,new_model_reason
16,12,PRTY,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"This tweet does not reference any US political parties or ideologies, so it does not meet the criteria for a ""Yes"" code in the codebook.",No,The tweet does not reference US political parties.
16,13,IMMG,So sorry people wanting to get into the already packed arena - I LOVE YOU ALL! https://t.co/PFvXrsvgkA,No,No,No,"The tweet does not reference immigration in the US or any related topics. It is a message apologizing to people who were not able to get into a packed arena. Therefore, the most applicable code is ""No"".",No,"The tweet does not reference immigration in the US, either explicitly or implicitly."
17,1,HSTG,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,There are no hashtags used in this tweet.,No,The tweet does not contain any hashtags.
17,2,ATSN,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,There are no at signs (@) used in this tweet.,No,"The ""@"" sign is not used in this tweet."
17,3,CRIT,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"The tweet does not criticize another person or idea, but rather provides context about a past interaction with Anthony Scaramucci. Therefore, the most applicable code is ""No"".",No,The tweet does not criticize Anthony Scaramucci or suggest that he did something wrong.
17,4,MEDI,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"This tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is simply a statement about Anthony Scaramucci's endorsement of Trump. Therefore, the code is ""No"".",No,The tweet does not contain any derogatory or condescending statements about the news media.
17,5,FAMY,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet only mentions Anthony Scaramucci and Donald Trump himself. Therefore, the code for family reference should be ""No"".",No,The tweet does not reference any members of Donald Trump's immediate family.
17,6,PLCE,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,The tweet does not reference the police or individual police officers in any way.,No,"The tweet does not reference the police in any way, making the code PLCE inapplicable."
17,7,MAGA,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is simply a statement about Anthony Scaramucci's endorsement. Therefore, the code for this tweet is ""No"".",No,"The tweet does not reference Donald Trump's 2016 campaign slogan, so the code MAGA is not applicable."
17,8,CAPT,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"The tweet does not contain any words in all capital letters, so it does not meet the criteria for a ""Yes"" code.",No,The tweet does not contain any words written entirely in capital letters.
17,9,INDV,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,Yes,Yes,Yes,"The tweet references Anthony Scaramucci by name, so it qualifies as a reference to an individual person.",Yes,"The tweet references an individual person, Anthony Scaramucci, excluding self-references to Donald Trump."
17,10,MARG,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,The tweet does not reference any marginalized group or groups. It is simply a statement about Anthony Scaramucci's endorsement of Donald Trump.,No,The tweet does not explicitly reference a marginalized group or groups.
17,11,INTN,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,"This tweet does not reference any international topics outside of the USA, other countries, or international leaders. It does not discuss trade or NATO either. Therefore, the code ""No"" is the most applicable.",No,The tweet does not reference international topics outside of the USA.
17,12,PRTY,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,Yes,Yes,Yes,"The tweet mentions the Republican Primaries, which is a clear reference to the US political party. Therefore, the code ""Yes"" is applicable.",Yes,"The tweet explicitly references the Republican Party, which is a US political party, making the code PRTY applicable."
17,13,IMMG,In all fairness to Anthony Scaramucci he wanted to endorse me 1st before the Republican Primaries started but didn't think I was running!,No,No,No,The tweet does not reference immigration in the US.,No,The tweet does not reference immigration in the US.
18,1,HSTG,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet includes the hashtag #SpecialCounsel, which is a form of metadata used to categorize and organize tweets on Twitter. Therefore, the code ""Yes"" is applicable.",No,The tweet does not contain any hashtags.
18,2,ATSN,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet includes an at sign (@) in the name ""Lou Dobbs"".",No,"The ""@"" symbol is not used in this tweet."
18,3,CRIT,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,Yes,No,Yes,"The tweet includes criticism of the Special Counsel and the Democratic Party, suggesting that they should be investigated instead. This qualifies as criticism of another entity, so the code 'Yes' is applicable.",Yes,"The tweet criticizes the Special Counsel, the 17 Angry Democrats, and the Dems, implying that they have done something wrong or are acting unfairly."
18,4,MEDI,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet includes a quote from Lou Dobbs, a Fox News host who has been known to make derogatory statements about the news media. The quote itself includes language that is critical of the Special Counsel and the Democrats, which can be seen as a derogatory statement about the news media. Therefore, this tweet is coded as ""Yes"" for making derogatory statements about the news media.",No,"The tweet does not contain any direct derogatory or condescending statements about the news media, and the criticism of the investigation is not explicitly directed towards the news media."
18,5,FAMY,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No,The tweet does not reference members of Donald Trump's immediate family.
18,6,PLCE,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,"The tweet does not reference the police or individual police officers. It is about the Special Counsel and the Democrats. Therefore, the ""Does this tweet reference the police?"" code is not applicable.",No,"The tweet does not mention the police or law enforcement agencies, and therefore does not meet the codebook definition for PLCE."
18,7,MAGA,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is a comment on the investigation into collusion between the Trump campaign and Russia. Therefore, the code for this tweet is ""No"".",No,"The tweet does not contain any direct or indirect references to Donald Trump's 2016 campaign slogan, ""Make America Great Again"" (MAGA)."
18,8,CAPT,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,Yes,"The tweet contains the word ""Special Councel"" in all caps, which is a full word in caps and not an acronym. This meets the criteria for a ""Yes"" code in the codebook.",Yes,"The code CAPT is applicable because the tweet contains the word ""Angry Democrats"", which contains only capital letters and is not a proper noun."
18,9,INDV,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,Yes,Yes,Yes,"The tweet references Lou Dobbs, an individual person, and therefore should be coded as a ""Yes"" for referencing an individual person.",Yes,"The tweet references an individual person, Lou Dobbs, which meets the codebook definition for INDV."
18,10,MARG,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,The tweet does not explicitly reference any marginalized group or groups.,No,"The tweet does not explicitly reference a marginalized group or groups, and the language and tone used do not imply or target a marginalized group."
18,11,INTN,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,Yes,Yes,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It also does not discuss trade or NATO. The tweet is focused on the investigation into collusion between the Trump campaign and Russia, and does not mention any other countries or international issues. Therefore, the code ""No"" is most applicable.",No,"The tweet does not reference international topics outside of the USA, as the mention of ""Russia"" is in the context of a domestic political issue rather than an international topic."
18,12,PRTY,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,Yes,Yes,"The tweet references the political party ""Dems"" which is a specific term for Democrats. Therefore, it meets the criteria for a ""Yes"" code in the codebook.",Yes,"The tweet explicitly references the Democratic Party, which meets the codebook definition for PRTY."
18,13,IMMG,Lou Dobbs: “This cannot go forward...this Special Councel with all of his conflicts with his 17 Angry Democrats without any evidence of collusion by the Trump Campaign and Russia. The Dems are the ones who should be investigated.” Thank you Lou so true!,No,No,No,"The tweet does not reference immigration in the US, the wall, the southern border, ICE, separation of families, or the travel ban. It is focused on the Special Counsel investigation and the Democrats. Therefore, the most applicable code is ""No"".",No,The tweet does not reference immigration in the US.
19,1,HSTG,https://t.co/0a25gApyJ6,No,No,No,"The tweet only contains a hyperlink and no hashtags, so the code for hashtags is not applicable.",No,The tweet does not contain any hashtags.
19,2,ATSN,https://t.co/0a25gApyJ6,No,No,No,"The tweet only contains a hyperlink and no at signs (@), so the code ""No"" is most applicable.",No,"The tweet does not contain an ""@"" sign, and the URL link is excluded from consideration."
19,3,CRIT,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link and does not contain any text that criticizes another person or idea. Therefore, the code is 'No'.",No,The tweet does not contain any text that suggests criticism of another person or idea.
19,4,MEDI,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link to an article and does not contain any statements about the news media or individual journalists. Therefore, the code ""No"" is most applicable.",No,The tweet does not contain any text or content that can be analyzed for MEDI.
19,5,FAMY,https://t.co/0a25gApyJ6,No,No,No,"The tweet does not reference any members of Donald Trump's immediate family, so the code ""No"" is most applicable.",No,The tweet does not contain any text or content that could be analyzed for FAMY.
19,6,PLCE,https://t.co/0a25gApyJ6,No,No,No,The tweet does not reference the police or individual police officers. It is a link to an article about the economy.,No,The tweet does not provide enough information to determine if it references the police.
19,7,MAGA,https://t.co/0a25gApyJ6,No,No,No,"The tweet contains a link but no text. Therefore, there is no reference to Donald Trump's 2016 campaign slogan or any other relevant topic.",No,"The tweet does not explicitly reference Donald Trump's 2016 campaign slogan, and without accessing the linked content, it is impossible to determine if the content is related to MAGA."
19,8,CAPT,https://t.co/0a25gApyJ6,No,No,No,"The tweet only contains a link and no words, let alone any words in all caps. Therefore, the code for words in all caps does not apply.",No,The tweet does not contain any words with only capital letters.
19,9,INDV,https://t.co/0a25gApyJ6,No,No,No,"The tweet does not reference any individual person. It is a link to an external website. Therefore, the code for ""Does this tweet reference an individual person?"" is ""No"".",No,"The tweet does not contain any explicit or implicit reference to an individual person, excluding self-references to Donald Trump. The tweet only contains a URL link, which does not provide sufficient information to determine if it references an individual person."
19,10,MARG,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link to an external website and does not contain any text that references marginalized groups. Therefore, the code is ""No"".",No,The tweet does not provide any explicit reference to a marginalized group or groups.
19,11,INTN,https://t.co/0a25gApyJ6,No,No,No,"The tweet is a link to an external website and does not contain any text that references international topics outside of the USA. Therefore, the code ""No"" is the most applicable.",No,The tweet does not provide enough information to determine if it references international topics outside of the USA.
19,12,PRTY,https://t.co/0a25gApyJ6,No,No,No,"The tweet does not reference any US political parties or ideologies. It is simply a link to an external website. Therefore, the code for this tweet is ""No"".",No,"The tweet does not contain any explicit text that references US political parties, and without accessing the linked webpage, I cannot infer any connection to political parties."
19,13,IMMG,https://t.co/0a25gApyJ6,No,No,Yes,"The tweet includes a link to an article about a border wall being built in Arizona, which is a clear reference to immigration and the southern border. Therefore, the most applicable code is ""Yes.""",No,The tweet does not contain any explicit or implicit references to immigration in the US.
20,1,HSTG,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,There are no hashtags used in this tweet.,No,The tweet does not contain any hashtags.
20,2,ATSN,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,There are no at signs (@) used in this tweet.,No,"The tweet does not contain any ""@"" symbols."
20,3,CRIT,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,Yes,Yes,No,"The tweet does not criticize another person or idea, but rather discusses the author's thoughts and opinions on the current political climate. Therefore, the most applicable code is ""No"".",Yes,"The tweet criticizes the investigation into Russian interference in the 2016 US presidential election, implying that it is a ""Witch Hunt"" and that the claims of collusion and obstruction are fabricated."
20,4,MEDI,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"The tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is focused on the topic of North Korea and the ongoing investigation into collusion and obstruction of justice. Therefore, the code is ""No"".",No,"The tweet does not contain any direct attacks on the news media, and therefore, the code MEDI is not applicable."
20,5,FAMY,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No,The tweet does not reference members of Donald Trump's immediate family.
20,6,PLCE,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"The tweet does not reference the police or individual police officers. It discusses the outcome of a meeting with North Korea and mentions the ongoing investigation into collusion and obstruction of justice. Therefore, the ""Police"" code is not applicable.",No,"The tweet does not reference the police, and the code PLCE is not applicable."
20,7,MAGA,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It primarily discusses the outcome of the North Korea summit and the ongoing investigation into collusion and obstruction of justice. Therefore, the most applicable code is ""No"".",No,"The tweet does not reference Donald Trump's 2016 campaign slogan, ""Make America Great Again"" (MAGA), either directly or indirectly."
20,8,CAPT,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,Yes,"The tweet contains the word ""No"" in all caps, which is a full word in caps. Therefore, the tweet meets the criteria for a ""Yes"" code.",Yes,"The tweet contains words that are written entirely in capital letters, specifically ""No Collusion"", ""No Obstruction"", and ""No Crime"", which meets the codebook definition for CAPT."
20,9,INDV,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"This tweet does not reference any individual person, so it should be coded as a ""No"" according to the codebook.",No,"The tweet does not reference an individual person, excluding self-references to Donald Trump."
20,10,MARG,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"This tweet does not explicitly reference any marginalized group or groups. It mainly discusses the president's thoughts after returning from Singapore and his belief that there was no collusion or obstruction of justice. Therefore, the code ""No"" is most applicable.",No,The tweet does not explicitly reference a marginalized group or groups.
20,11,INTN,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,Yes,Yes,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It only mentions Singapore and North Korea, which are both related to the USA's foreign policy. Therefore, the code ""No"" is the most applicable.",Yes,"The tweet explicitly references international topics outside of the USA, specifically Singapore and North Korea, and discusses the outcome of international negotiations."
20,12,PRTY,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"This tweet does not reference any US political parties or ideologies. It mainly discusses the aftermath of the Singapore summit and the ongoing investigation into collusion and obstruction. Therefore, the code for political parties is not applicable.",No,"The tweet does not explicitly reference US political parties, and the terms and phrases used, although political in nature, do not meet the codebook definition for PRTY."
20,13,IMMG,Now that I am back from Singapore where we had a great result with respect to North Korea the thought process must sadly go back to the Witch Hunt always remembering that there was No Collusion and No Obstruction of the fabricated No Crime.,No,No,No,"The tweet does not reference immigration in the US in any way. It is focused on the ""Witch Hunt"" and the investigation into collusion and obstruction of justice. Therefore, the most applicable code is ""No"".",No,"The tweet does not reference immigration in the US at all. It discusses the speaker's trip to Singapore, the investigation into Russian interference, and the lack of collusion, obstruction, or crime. Therefore, the code IMMG is not applicable."
21,1,HSTG,Jobless claims have dropped to a 45 year low!,No,No,No,There are no hashtags used in this tweet.,No,The tweet does not contain any hashtags.
21,2,ATSN,Jobless claims have dropped to a 45 year low!,No,No,No,There are no at signs (@) present in this tweet.,No,"The tweet does not contain any ""@"" symbols."
21,3,CRIT,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not criticize another person or idea, it simply shares a positive statistic about jobless claims. Therefore, the code is 'No'.",No,"The tweet does not criticize another person or idea, as it only presents a factual claim about jobless claims without any negative comments or implications."
21,4,MEDI,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not mention the news media or any individual journalists, nor does it contain any derogatory or condescending statements towards them. Therefore, the code for this tweet is ""No"".",No,"The tweet does not contain any derogatory or condescending statements about the news media, and therefore, the code MEDI is not applicable."
21,5,FAMY,Jobless claims have dropped to a 45 year low!,No,No,No,There is no reference to any member of Donald Trump's immediate family in this tweet.,No,The tweet does not mention any members of Donald Trump's immediate family.
21,6,PLCE,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not reference the police in any way, so the code ""No"" is the most applicable.",No,"The tweet does not reference the police in any way, making the code PLCE inapplicable."
21,7,MAGA,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It simply states a fact about jobless claims. Therefore, the code for this tweet is ""No"".",No,"The tweet does not explicitly reference Donald Trump's 2016 campaign slogan, and its content and tone do not imply a connection to the MAGA ideology."
21,8,CAPT,Jobless claims have dropped to a 45 year low!,No,No,Yes,There are no words in all caps in this tweet.,Step-by-step Reasoning," To determine if the code CAPT is applicable, I will analyze the tweet step-by-step based on the codebook definition. The definition states that CAPT is applicable if there are words that contain only capital letters in the tweet. Upon reading the tweet, I notice that the tweet contains the phrase ""Jobless claims have dropped to a 45 year low!"". I will examine each word in the tweet to check if it contains only capital letters. The words in the tweet are: ""Jobless"", ""claims"", ""have"", ""dropped"", ""to"", ""a"", ""45"", ""year"", and ""low"". I will check each word individually. ""Jobless"" starts with a capital letter ""J"", but it also contains lowercase letters. Therefore, it does not meet the criteria for CAPT. ""Claims"" starts with a capital letter ""C"", but it also contains lowercase letters. Therefore, it does not meet the criteria for CAPT. ""Have"" is in lowercase, so it does not meet the criteria for CAPT. ""Dropped"" starts with a capital letter ""D"", but it also contains lowercase letters. Therefore, it does not meet the criteria for CAPT. ""To"" is in lowercase, so it does not meet the criteria for CAPT. ""A"" is in lowercase, so it does not meet the criteria for CAPT. ""45"""
21,9,INDV,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not reference any individual person, so it does not meet the criteria for a ""Yes"" code.",No,"The tweet does not reference an individual person, as it only discusses a statistical fact about jobless claims."
21,10,MARG,Jobless claims have dropped to a 45 year low!,No,No,No,The tweet does not reference any marginalized group or groups. It is simply a statement about jobless claims reaching a low point.,No,"The tweet does not explicitly reference a marginalized group or groups, and therefore, the code MARG is not applicable."
21,11,INTN,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not reference any international topics outside of the USA, other countries, or international leaders. It also does not mention trade or NATO. Therefore, the code ""No"" is the most applicable.",No,The tweet does not reference international topics outside of the USA.
21,12,PRTY,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not reference any US political parties or ideologies. It is simply a statement about jobless claims. Therefore, the code for this tweet is ""No"".",No,The tweet does not reference US political parties.
21,13,IMMG,Jobless claims have dropped to a 45 year low!,No,No,No,"The tweet does not reference immigration in the US in any way. It is simply a statement about jobless claims. Therefore, the most applicable code is ""No"".",No,The tweet does not reference immigration in the US.
22,1,HSTG,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,No,There are no hashtags used in this tweet.,No,The tweet does not contain any hashtags.
22,2,ATSN,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,Yes,"The tweet includes an at sign (@) in ""President Obama,"" which is being used to reference a specific individual.",No,"The tweet does not contain any ""@"" signs."
22,3,CRIT,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,Yes,Yes,Yes,"The tweet criticizes the Obama Administration for not taking action against the alleged Russian interference in the 2016 election. Therefore, it meets the criteria for coding ""Yes"" as it suggests that the Obama Administration did something wrong.",Yes,"The tweet criticizes the Obama Administration for not taking action regarding the reported incident, suggesting that they were negligent or incompetent."
22,4,MEDI,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,No,"This tweet does not contain any derogatory or condescending statements about the news media or individual journalists. It is focused on questioning the actions of the Obama administration in regards to the reported Russian interference in the 2016 election. Therefore, the code for this tweet is ""No"".",Yes,The tweet makes a condescending statement about the news media by implying that they are responsible for not reporting the story correctly and are biased towards the Obama Administration.
22,5,FAMY,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,No,"There is no reference to any member of Donald Trump's immediate family in this tweet. The tweet is focused on the actions of the Obama administration and the FBI, and does not mention any family members. Therefore, the code is ""No"".",No,The tweet does not reference any members of Donald Trump's immediate family.
22,6,PLCE,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,No,"The tweet does not reference the police or individual police officers. It is discussing the actions of the Obama Administration and the FBI in regards to Russian interference in the election. Therefore, the ""Police"" code is not applicable.",Yes,"The tweet indirectly references the police through the mention of the FBI, which is a law enforcement agency."
22,7,MAGA,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,No,"The tweet does not reference Donald Trump's 2016 campaign slogan ""Make America Great Again"" or any variation of it. It is focused on a comparison between the Obama and Trump administrations' handling of a situation involving Russian interference in the election. Therefore, the most applicable code is ""No"".",No,"The tweet does not reference Donald Trump's 2016 campaign slogan, ""Make America Great Again"" (MAGA), and therefore the code is not applicable."
22,8,CAPT,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,Yes,"The tweet contains the word ""Obama"" in all capital letters, which is a full word in caps and not an acronym. This meets the criteria for a ""Yes"" code according to the codebook.",No,"The tweet does not contain any words that are written entirely in uppercase letters, making the code CAPT inapplicable."
22,9,INDV,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,Yes,Yes,Yes,"The tweet references two individuals: President Obama and the 12 Russians. Therefore, it should be coded as a ""Yes"" for referencing an individual person.",Yes,"The tweet references President Obama, an individual person, excluding self-references to Donald Trump."
22,10,MARG,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,No,The tweet does not reference any marginalized group or groups. It is focused on the actions of the Obama administration and the FBI.,No,"The tweet does not explicitly reference a marginalized group or groups, nor does it contain any implicit or contextual connections to a marginalized group."
22,11,INTN,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,Yes,Yes,No,"This tweet does not reference any international topics outside of the USA, other countries, or international leaders. It is focused on the actions of the Obama Administration and the FBI. Therefore, the code ""No"" is the most applicable.",No,"The tweet does not primarily reference international topics outside of the USA, despite mentioning Russia. The focus is on the domestic political context and the actions of the Obama and Trump Administrations."
22,12,PRTY,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,Yes,"The tweet references the Obama Administration and the FBI, which are both related to US politics. Therefore, this tweet is coded as ""Yes"" for referencing US political parties.",No,"The tweet does not explicitly reference US political parties, and its focus is on the actions of presidential administrations rather than political parties."
22,13,IMMG,The stories you heard about the 12 Russians yesterday took place during the Obama Administration not the Trump Administrations. Why didn’t they do something about it especially when it was reported that President Obama was informed by the FBI in September before the Election?,No,No,No,This tweet does not reference immigration in the US. It is discussing the actions of the Obama administration in regards to Russian interference in the election.,No,The tweet does not reference immigration in the US.
23,1,HSTG,“There’s no fairness here if you’re a Democrat or a friend of Hillary you get immunity or off scott free. If you’re connected to Donald Trump you get people like Robert Mueller &amp; Andrew Weissman and his team of partisans coming after you with a vengeance and abusing their....,No,No,Yes,"The tweet includes the hashtag #RobertMueller, indicating the use of a hashtag.",No,The tweet does not contain any hashtags.
23,2,ATSN,“There’s no fairness here if you’re a Democrat or a friend of Hillary you get immunity or off scott free. If you’re connected to Donald Trump you get people like Robert Mueller &amp; Andrew Weissman and his team of partisans coming after you with a vengeance and abusing their....,No,No,Yes,"The tweet includes an at sign (@) in the form of ""&amp;"", which is used to represent the symbol in HTML code. Therefore, it is considered an at sign and should be coded as such according to the codebook.",No,"The tweet does not contain any ""@"" signs."
23,3,CRIT,“There’s no fairness here if you’re a Democrat or a friend of Hillary you get immunity or off scott free. If you’re connected to Donald Trump you get people like Robert Mueller &amp; Andrew Weissman and his team of partisans coming after you with a vengeance and abusing their....,Yes,Yes,Yes,"The tweet criticizes the idea that there is fairness in the justice system, specifically calling out Democrats and those connected to Donald Trump. It suggests that those connected to Trump are being unfairly targeted by Robert Mueller and his team. Therefore, the code ""Yes"" is applicable.",Yes,"The tweet criticizes Democrats, Hillary, Robert Mueller, Andrew Weissman, and his team, implying that they are acting unfairly or with malicious intent."
