text_id,text,original_code,replicated_code,model_code,reason
71,"In an interview in Nature published Wednesday, White House science adviser John Holdren also predicted Obama's climate policies would survive under a Trump presidency, claiming ""all"" of those policies are ""enthusiastically pursued by career civil servants and not just political appointees."" Holdren also emphasized there is now ""a huge amount of global momentum behind"" the Paris treaty and the United States ""would become a pariah if we backed out.""",0.0,0.0,5.2,"The text does not contain any statements denying climate change or its causes, nor does it express doubt about the science behind it. Instead, it discusses the potential impact of a Trump presidency on climate policies and the Paris treaty. The mention of ""career civil servants"" and ""global momentum"" suggests a belief in the importance of addressing climate change. However, the text does express skepticism about the effectiveness of climate policies and the potential consequences of backing out of the Paris treaty. This aligns with code 4.2, but the mention of ""career civil servants"" and ""global momentum"" suggests a more nuanced perspective that is better captured by code 5.2, which refers to skepticism about the climate movement and its political motivations. Overall, code 5.2 seems to be the most applicable to this text."
72,"A bus company's efforts to cut global warming emissions have led to services being disrupted by cold weather. First Eastern Counties Buses, which runs services in Norfolk, Suffolk and Cambridgeshire, said bio-diesel had turned waxy in sub-zero temperatures. The thicker consistency of the diesel meant fuel lines became blocked. The company said it had suspended use of the bio-diesel, and was refuelling buses with ultra low-sulphur diesel which is not temperature sensitive.",0.0,4.4,4.4,"The text does not deny the existence of climate change or its causes, but rather discusses the challenges faced by a bus company in implementing climate policies. Specifically, the use of bio-diesel in cold weather caused disruptions to services. Therefore, the most applicable code is 4.4, which suggests that clean energy technology/biofuels won't work."
73,"There was, however, an inconsistency in the argument of the scientists. Scientists consistently drew on short-term temperature increases in order to give climate change meaning:",5.2,1.0,0.0,"The text does not mention any specific argument or belief related to climate change, so none of the codes in the codebook are applicable."
74,"So much sea ice in Antarctica that a research vessel gets stuck, in summer!",1.1,1.1,1.1,"1.1 - The text mentions sea ice in Antarctica, which suggests that the author believes that ice is not melting."
75,"Kicking sand in this administration's face is a one way bet for the Russians. The Americans will sulk and pout and make inspiring speeches about the arc of history, but the weaker they look the less anyone cares about all that. There are no consequences to embarrassing Obama, hanging Kerry out to dry, or to walking away from a deal the Americans spent months begging you to accept. Under this President, they will just come back for another round of negotiations from a weaker bargaining position.",0.0,4.2,0.0,0.0 - This text does not relate to climate change in any way.
76,"In this case (in which attorneys with my Competitive Enterprise Institute served as co-counsel), the two-person Nevada accounting firm Beckstead & Watts challenged the constitutionality of the board that issues the costly accounting mandates under the Sarbanes-Oxley Act of 2002. In her October 2009 brief for the Supreme Court, Kagan argued that the court should throw the case out before even considering the constitutional merits.",0.0,0.0,0.0,0.0 - This text is not related to climate change and does not fit any of the codes in the codebook.
77,"Khabibullo Abdusamatov , mathematician and astronomer at Pulkovskaya Observatory of the Russian Academy of Sciences: Global warming results not from the emission of greenhouse gases into the atmosphere, but from an unusually high level of solar radiation and a lengthy almost throughout the last century growth in its intensityAscribing greenhouse effect properties to the Earths atmosphere is not scientifically substantiatedHeated greenhouse gases, which become lighter as a result of expansion, ascend to the atmosphere only to give the absorbed heat away.",2.1,2.1,2.3,"The text argues that global warming is not caused by greenhouse gases, but rather by an unusually high level of solar radiation and a growth in its intensity. This aligns with code 2.3, which states that there is no evidence for the greenhouse effect or carbon dioxide driving climate change. The text also argues that ascribing greenhouse effect properties to the Earth's atmosphere is not scientifically substantiated, further supporting the choice of code 2.3."
78,"The reality is that, except in the most general terms, we are unable to satisfactorily explain past variations of climate. Over the recent 2 million years why did the primary mode of climate oscillation change from a 40,000 year (axial tilt) periodicity to one close to 100,000 years (linked to eccentricity)? And how do we explain the recent glacial cycles, given that annual solar insolation intercepted by the Earths disc changes little between near circular and more eccentric orbits? Even the relative regularity in value to which temperatures asymptote during each interglacial, as estimated from Antarctic ice cores, can hardly be attributed to chance yet does not have an explanation!",5.1,5.1,1.1,"The text discusses the uncertainty and lack of understanding surrounding past variations in climate, but it does not deny the existence of climate change or its current impacts. Therefore, code 1.1 is the most applicable as it suggests that ice, permafrost, and snow cover are not melting, which is not the focus of the text."
79,"The CO2 emissions per capita are nearly proportional to the GDP per capita - but no one cares about this particular number, anyway. Costa Rica has something like 2 tons of CO2 per capita and year while the Netherlands has 23 tons or so. If you reduce your emissions to 1/10, your wealth will drop to 1/5 or so, which is about 0.7th power of 1/10.",4.1,4.1,2.5,"2.5 - The text suggests that reducing CO2 emissions would result in a significant decrease in wealth, implying that human CO2 emissions are not miniscule and do have an impact on the economy."
80,"In the second of his National Review columns (September 26, 2007), Joel rips these lame excuses to shreds. He cites several statements in Heat Advisory and the accompanying press release in which NRDC clearly presents its findings as predictions of what will happen in a warming world.",0.0,0.0,0.0,"The text does not contain any content related to climate change or any of the codes in the codebook. Therefore, none of the codes apply."
81,"For the hindcast period of 1861 to 2005, the model mean of the outgoing longwave radiation declines at a rate of about -0.1 watts/m^2/decade. The model with the slowest decline during the hindcast has a trend of about -0.02 watts/m^2/decade, while the model with the fastest decline from 1861-2005 has a trend of about -0.17 watts/m^2/decade. That is, theres a spread of about 0.15 watts/m^2/decade during the hindcast.",0.0,0.0,5.1,"Reasoning: The text discusses a model's mean of outgoing longwave radiation and its decline over time. This is related to climate science and modeling, which falls under the category of climate-related science. The text also mentions a spread in the data, which could be interpreted as a potential issue with the reliability of the data or models. Therefore, the most applicable code is 5.1, which pertains to uncertainty or unreliability in climate-related science."
82,"Increased Svalbard Glacial acceleration started suddenly in 2012, was limited to one continental glacier, occurred in only one portion of the Austfonna ice cap, was verified to NOT occur in the adjacent Vestfonna ice cap, and has not been documented elsewhere in the island chain (Figure 3).",0.0,0.0,1.1,"1.1 - The text mentions ice/glaciers and their behavior, specifically the acceleration of a glacier in Svalbard. However, it does not provide any evidence to suggest that this acceleration is due to climate change or that it is part of a larger trend. Therefore, the most applicable code is 1.1, which refers to the idea that ice/permafrost/snow cover isn't melting."
83,"More to the point, 2007 happened also to be the time of maximum historic sea ice in Antarctica . (There are many credible sources of this information, such as the following website maintained by the University of Illinois-Urbana: http://arctic.atmos.uiuc.edu/cryosphere/IMAGES/current.anom.south.jpg ). Why, I ask, has Mr. Gore not chosen to mention the record growth of sea ice around Antarctica? If the record melting in the Arctic is significant, then the record sea ice growth around Antarctica is, too, I say. If one is insignificant, then the other one is, too.",1.1,1.1,1.1,"Reasoning: The text mentions the record growth of sea ice around Antarctica, which suggests that the author is arguing against the idea that ice is melting due to climate change. The code 1.1 specifically addresses this argument."
84,"The difficulty for plaintiffs in all of these climate change lawsuits is that their legal theories have little basis in positive law or judicial precedent. The common law theories relied on by U.S. plaintiffs require courts to make vast leaps from prior judicial rulings, while the international law claims made elsewhere require courts to extract concrete legal rules from vague principles like fairness, sustainability, and the precautionary principle.",0.0,0.0,0.0,"The text does not make any claims or arguments related to climate change itself, but rather discusses the difficulty of climate change lawsuits and the legal theories behind them. Therefore, none of the codes in the codebook apply."
85,Climate experts tell us that a 1930s style global economic depression is needed to stabilize the climate.,4.1,4.3,5.2,"Reasoning: The statement is questioning the credibility of climate experts and suggesting that their proposed solution is extreme and unrealistic. This aligns with the code 5.2, which pertains to skepticism towards the climate movement and its advocates."
86,"The ACWT record, to quote the authors, reveals the existence of ""two distinct warm periods from the late 1920s to 1950s and in the late 1980s-90s and two cold periods, one at the beginning of the record (until the 1920s) and another in the 1960s-70s."" The SAT record depicts essentially the same thing, with the peak temperature of the latter warm period being not quite as high as the peak temperature of the former warm period. In the case of the ACWT record, this relationship is reversed, with the peak temperature of the latter warm period slightly exceeding the peak temperature of the former warm period; however, the most recent maximum temperature is very short-lived and rapidly declines to hover around a value that is about 1C cooler over the last few years of the record. What it means",2.1,2.1,1.4,"1.4 - The text mentions that ""climate hasn't warmed/changed over the last (few) decade(s)"" by discussing temperature records from the ACWT and SAT. This suggests a belief that climate change is not occurring or is not significant. Therefore, the most applicable code is 1.4."
87,"Some of the global warming on other planets (and our blue, not green planet) has been attributed to the Sun and/or nearby cosmic rays. The shared positive sign in most cases is suggestive but I remain an agnostic here. The internal, mostly random planetary variability is still a plausible explanation for all the changes.",2.1,2.1,2.1,"Reasoning: The text suggests that natural cycles and variation, specifically the Sun and cosmic rays, may be responsible for global warming on other planets and our own planet. This aligns with code 2.1, which states that climate change is due to natural cycles and variation. The mention of remaining agnostic also suggests a lack of belief in human-caused climate change, which further supports this code."
88,"It's tough to have a tea party these days. Regulations and permits were not a part of the first one. The good folks from MillionTeaBags.org ought to know. They dropped by CEI on April 15 with a problem. The Park Service told them that while they had a perfectly legal permit to demonstrate in Lafayette Park, across from the White House, that day, they hadn't specifically asked if they could display the one million bags of tea they had trucked in.",0.0,0.0,0.0,0.0 - This text does not relate to climate change in any way.
89,"What's often ignored is that the creation of green jobs through subsidies and regulation inherently leads to the destruction of job opportunities in other industries. That's because any resource forcibly taken out of one sector and politically allocated in favor of renewable energy cannot be invested elsewhere. In our country, green energies are subsidized through a premium that every electricity consumer pays on his electricity bill (about 4.3% of the average bill). That helps to make Italy's electricity costs among the most expensive in Europe. In particular, big industrial consumers pay the most for electricity in Europe (at least 25% above the EU average in 2008, according to Italy's energy regulator).",4.1,4.1,4.1,"Reasoning: The text argues that climate policies, specifically the creation of green jobs through subsidies and regulation, lead to the destruction of job opportunities in other industries. This aligns with code 4.1, which states that climate policies (mitigation or adaptation) are harmful."
90,"LaDeau and Clark determined that ""carbon dioxide enrichment affected mean cone production both through early maturation and increased fecundity,"" so that ""trees in the elevated CO 2 plots produced twice as many cones between 1998 and 2004 as trees in the ambient plots."" They also report finding that trees grown in elevated CO 2 ""made the transition to reproductive maturation at smaller diameters,"" and that they ""not only reached reproductive maturation at smaller diameters, but also at younger ages."" By 2004, for example, they say that ""roughly 50% of ambient trees and 75% of fumigated trees produced cones."" In addition, they observed that ""22% of the trees in high CO 2 produced between 40 and 100 cones during the study, compared with only 9% of ambient trees."" What it means",3.3,1.0,3.3,"Reasoning: The text discusses the potential benefits of increased carbon dioxide levels on tree growth and reproduction. This aligns with code 3.3, which states that some individuals believe that carbon dioxide is beneficial and not a pollutant."
91,TRENDING: Aide fired over Florida debate foul:,0.0,0.0,0.0,0.0 - The text does not mention any of the codes in the codebook.
92,"6 hours ago Frozen $46m runway melting, AUSTRALIAS $46 million Antarctic airstrip is melting, leaving the government scrambling to find a new air link to ...",0.0,0.0,1.1,"1.1 - The text mentions melting in Antarctica, which could be related to ice cover melting."
93,"This value falls within the uncertainty range of the Leob et al 2012 study. However, we are 13 years since the end of the 20th century, so Jim Hansens value for the imbalance must be larger (~0.95 Watts per meter squared from GISS?).",0.0,0.0,5.1,"The text is discussing the uncertainty range of a scientific study and questioning the accuracy of a specific value. This falls under the category of questioning the reliability of climate-related science, which is represented by code 5.1."
94,"In other words, we should worry about the risks of climate change; we should worry about the risks of geoengineering; and we should apply our most meticulous and careful scientific thought to characterizing these risks. But we should not considerindeed we should remain utterly unaware ofthe risks of forcing wealthier people to stop using, and preventing poorer people from starting to use, the fossil-fuel energy that played a leading and essential role in the vast improvements in human health, prosperity, and life expectancy during the last hundred years.",0.0,4.5,4.5,"The text argues that people need energy from fossil fuels and preventing poorer people from starting to use them would be harmful. This aligns with code 4.5, which states that people need energy from fossil fuels/nuclear."
95,"How do theyattributethe heatwave to global warming, if they dont even understand what caused it?",5.1,5.1,5.1,"The statement questions the attribution of a heatwave to global warming and suggests a lack of understanding of the cause. This aligns with code 5.1, which pertains to uncertainty or unreliability of climate-related science, including data and models."
96,"It's remarkable that she doesn't even dare to consider the correct explanation - namely one that the data she has collected are actually real rather than sequences of errors of measurements or results of a world-wide conspiracy. Men are statistically better physicists, better physics teachers, better actors, and - yes - better judges of the quality of their teachers, too - and her research is just another way to see that it is so.",0.0,5.1,5.2,"Reasoning: The text is criticizing a female researcher's work and suggesting that men are better at physics and judging the quality of their teachers. This implies a bias against women and a belief in gender stereotypes, which aligns with the code 5.2 for the climate movement being biased. The mention of a ""world-wide conspiracy"" also hints at a belief in conspiracy theories, which is another characteristic of code 5.3, but the focus on gender bias makes 5.2 the most applicable code."
97,"We now know that the progressives, despite their dissatisfaction with many elements of President Obama's agenda, largely won those fights. The result is that large segments of the American electorate feel that the administration and Democrats in Congress don't understand and don't care to understand their aspirations and fears. This sentiment is most keenly and strongly felt among conservative Republicans, but it is sharedfor different reasonsby many nonconservatives. This sentiment is particularly strong among the white working class and among Catholics.",0.0,0.0,0.0,"The text does not mention anything related to climate change or any of the codes in the codebook. Therefore, none of the codes apply."
98,"Yes, and it was getting warmer when the First World War broke out. And didnt Napoleon start his campaigns in Winter a lot? And last week, during that cold snap, a fight broke out at the local pub. Maybe that was caused by climate change.",0.0,2.1,1.3,"1.3 - The text mentions cold weather and snowing, which aligns with the code for ""Weather is cold/snowing."""
99,"A paper published today in the Journal of Climate finds that ensembles of climate models used by the IPCC to predict future climate change""may lead to overly confident climate predictions."" The authors find that many models share the same computer code, have the same limitations, and ""tend to be fairly similar,"" resulting in confirmation bias. Indeed, empirical observations have shown far less warming than the ""90% confident"" IPCC models in AR4, as shown in this poster by John Christy:",5.1,5.1,5.1,"The text discusses a paper that questions the accuracy of climate models used by the IPCC to predict future climate change. This suggests uncertainty and unreliability in climate-related science, which falls under code 5.1. The text does not mention any other codes related to climate change denial or skepticism."
